season,matchday,hometeam,awayteam,homegoals,awaygoals
1996,16,Gladbach,Duisburg,0,1
1996,16,Rostock,Bielefeld,3,1
1996,16,Freiburg,Schalke,2,3
1996,16,1860 München,Karlsruhe,1,1
1996,16,Düsseldorf,Bremen,4,1
1996,16,Leverkusen,Köln,4,2
1996,16,Stuttgart,Bayern,1,1
1996,16,St. Pauli,Bochum,2,1
1996,17,Bochum,Leverkusen,2,2
1996,17,Bremen,1860 München,1,1
1996,17,Karlsruhe,Freiburg,3,0
1996,17,Schalke,Rostock,2,0
1996,17,Hamburger SV,Düsseldorf,2,1
1996,17,Bielefeld,Stuttgart,2,0
1996,17,Bayern,Gladbach,1,0
1996,17,Duisburg,St. Pauli,1,0
1996,17,Köln,Dortmund,1,3
1996,18,Köln,Düsseldorf,2,0
1996,18,Dortmund,Leverkusen,3,1
1996,18,Duisburg,Bochum,1,1
1996,18,Bayern,St. Pauli,3,0
1996,18,Schalke,Stuttgart,1,0
1996,18,Karlsruhe,Rostock,1,1
1996,18,Bremen,Freiburg,1,0
1996,18,Hamburger SV,1860 München,2,3
1996,18,Bielefeld,Gladbach,0,2
1996,19,Freiburg,Hamburger SV,0,4
1996,19,Düsseldorf,Dortmund,2,0
1996,19,St. Pauli,Bielefeld,2,3
1996,19,Rostock,Bremen,0,1
1996,19,Stuttgart,Karlsruhe,1,0
1996,19,Gladbach,Schalke,0,0
1996,19,Bochum,Bayern,1,1
1996,19,Leverkusen,Duisburg,1,0
1996,19,1860 München,Köln,2,1
1996,20,Bielefeld,Bochum,3,1
1996,20,Schalke,St. Pauli,0,0
1996,20,Karlsruhe,Gladbach,1,1
1996,20,Bremen,Stuttgart,2,2
1996,20,Köln,Freiburg,1,0
1996,20,Dortmund,1860 München,4,1
1996,20,Bayern,Duisburg,5,2
1996,20,Düsseldorf,Leverkusen,0,0
1996,20,Hamburger SV,Rostock,1,1
1996,21,Rostock,Köln,0,0
1996,21,Bochum,Schalke,0,1
1996,21,Freiburg,Dortmund,1,2
1996,21,Stuttgart,Hamburger SV,4,1
1996,21,Gladbach,Bremen,4,1
1996,21,St. Pauli,Karlsruhe,2,4
1996,21,Duisburg,Bielefeld,0,0
1996,21,1860 München,Düsseldorf,3,0
1996,21,Leverkusen,Bayern,5,2
1996,22,Karlsruhe,Bochum,2,3
1996,22,Bremen,St. Pauli,2,1
1996,22,Hamburger SV,Gladbach,2,1
1996,22,Köln,Stuttgart,1,5
1996,22,Schalke,Duisburg,4,0
1996,22,Dortmund,Rostock,3,0
1996,22,Düsseldorf,Freiburg,2,1
1996,22,1860 München,Leverkusen,3,0
1996,22,Bielefeld,Bayern,2,0
1996,23,Duisburg,Karlsruhe,2,2
1996,23,St. Pauli,Hamburger SV,2,2
1996,23,Stuttgart,Dortmund,4,1
1996,23,Bayern,Schalke,3,0
1996,23,Leverkusen,Bielefeld,1,0
1996,23,Freiburg,1860 München,2,2
1996,23,Rostock,Düsseldorf,3,1
1996,23,Gladbach,Köln,2,1
1996,23,Bochum,Bremen,3,2
1996,24,Düsseldorf,Stuttgart,0,4
1996,24,Bremen,Duisburg,0,2
1996,24,Hamburger SV,Bochum,2,2
1996,24,Köln,St. Pauli,0,1
1996,24,Dortmund,Gladbach,1,3
1996,24,1860 München,Rostock,2,0
1996,24,Schalke,Bielefeld,0,0
1996,24,Freiburg,Leverkusen,1,2
1996,24,Karlsruhe,Bayern,0,2
1996,25,Duisburg,Hamburger SV,1,1
1996,25,St. Pauli,Dortmund,0,1
1996,25,Stuttgart,1860 München,1,1
1996,25,Bochum,Köln,2,2
1996,25,Bayern,Bremen,1,0
1996,25,Bielefeld,Karlsruhe,1,2
1996,25,Leverkusen,Schalke,2,0
1996,25,Rostock,Freiburg,3,1
1996,25,Gladbach,Düsseldorf,2,0
1996,26,1860 München,Gladbach,3,0
1996,26,Köln,Duisburg,2,5
1996,26,Dortmund,Bochum,2,0
1996,26,Düsseldorf,St. Pauli,2,0
1996,26,Karlsruhe,Schalke,0,0
1996,26,Bremen,Bielefeld,2,1
1996,26,Hamburger SV,Bayern,0,3
1996,26,Rostock,Leverkusen,1,0
1996,26,Freiburg,Stuttgart,1,1
1996,27,Bielefeld,Hamburger SV,1,1
1996,27,Leverkusen,Karlsruhe,3,1
1996,27,Duisburg,Dortmund,3,2
1996,27,Schalke,Bremen,1,1
1996,27,Stuttgart,Rostock,5,1
1996,27,Gladbach,Freiburg,4,3
1996,27,St. Pauli,1860 München,0,0
1996,27,Bayern,Köln,3,2
1996,27,Bochum,Düsseldorf,3,1
1996,28,Rostock,Gladbach,1,0
1996,28,Düsseldorf,Duisburg,1,1
1996,28,1860 München,Bochum,0,1
1996,28,Freiburg,St. Pauli,4,0
1996,28,Bremen,Karlsruhe,1,0
1996,28,Hamburger SV,Schalke,1,0
1996,28,Köln,Bielefeld,2,5
1996,28,Dortmund,Bayern,1,1
1996,28,Stuttgart,Leverkusen,1,2
1996,29,St. Pauli,Rostock,0,1
1996,29,Duisburg,1860 München,2,3
1996,29,Leverkusen,Bremen,2,1
1996,29,Bielefeld,Dortmund,2,0
1996,29,Karlsruhe,Hamburger SV,3,1
1996,29,Gladbach,Stuttgart,0,1
1996,29,Bochum,Freiburg,3,2
1996,29,Bayern,Düsseldorf,5,0
1996,29,Schalke,Köln,1,1
1996,30,Rostock,Bochum,0,0
1996,30,Düsseldorf,Bielefeld,1,2
1996,30,Stuttgart,St. Pauli,3,0
1996,30,Hamburger SV,Bremen,3,2
1996,30,Köln,Karlsruhe,4,1
1996,30,Dortmund,Schalke,1,0
1996,30,Freiburg,Duisburg,2,0
1996,30,Gladbach,Leverkusen,2,2
1996,30,1860 München,Bayern,3,3
1996,31,Duisburg,Rostock,0,1
1996,31,Bremen,Köln,3,2
1996,31,Karlsruhe,Dortmund,1,1
1996,31,St. Pauli,Gladbach,1,3
1996,31,Bochum,Stuttgart,2,1
1996,31,Bayern,Freiburg,0,0
1996,31,Bielefeld,1860 München,2,3
1996,31,Schalke,Düsseldorf,0,1
1996,31,Leverkusen,Hamburger SV,5,0
1996,32,Düsseldorf,Karlsruhe,0,3
1996,32,Rostock,Bayern,0,3
1996,32,Gladbach,Bochum,6,2
1996,32,Leverkusen,St. Pauli,3,0
1996,32,Dortmund,Bremen,2,1
1996,32,1860 München,Schalke,2,1
1996,32,Stuttgart,Duisburg,0,2
1996,32,Hamburger SV,Köln,0,4
1996,32,Freiburg,Bielefeld,2,1
1996,33,Hamburger SV,Dortmund,2,1
1996,33,Bochum,St. Pauli,6,0
1996,33,Duisburg,Gladbach,4,2
1996,33,Bayern,Stuttgart,4,2
1996,33,Bielefeld,Rostock,1,3
1996,33,Schalke,Freiburg,0,2
1996,33,Karlsruhe,1860 München,3,0
1996,33,Bremen,Düsseldorf,1,0
1996,33,Köln,Leverkusen,4,0
1996,34,Leverkusen,Bochum,2,0
1996,34,Düsseldorf,Hamburger SV,1,1
1996,34,1860 München,Bremen,0,3
1996,34,Freiburg,Karlsruhe,1,1
1996,34,Rostock,Schalke,0,1
1996,34,Stuttgart,Bielefeld,4,2
1996,34,Gladbach,Bayern,2,2
1996,34,St. Pauli,Duisburg,0,2
1996,34,Dortmund,Köln,2,1
1997,1,Stuttgart,1860 München,1,1
1997,1,Schalke,Leverkusen,2,1
1997,1,Karlsruhe,Bremen,3,1
1997,1,Bochum,Bielefeld,1,0
1997,1,Köln,Duisburg,3,2
1997,1,Bayern,K'lautern,0,1
1997,1,Rostock,Wolfsburg,0,1
1997,1,Hertha,Dortmund,1,1
1997,1,Hamburger SV,Gladbach,2,2
1997,2,Duisburg,Schalke,1,0
1997,2,Bielefeld,Stuttgart,2,1
1997,2,Bremen,Rostock,1,1
1997,2,Leverkusen,Bochum,3,2
1997,2,1860 München,Karlsruhe,2,2
1997,2,Wolfsburg,Hamburger SV,1,1
1997,2,K'lautern,Hertha,1,0
1997,2,Dortmund,Köln,3,0
1997,2,Gladbach,Bayern,1,1
1997,3,Stuttgart,Leverkusen,1,0
1997,3,Bochum,Duisburg,0,0
1997,3,Bayern,Wolfsburg,5,2
1997,3,Karlsruhe,Bielefeld,3,1
1997,3,Schalke,Dortmund,1,0
1997,3,Köln,K'lautern,0,0
1997,3,Bremen,1860 München,3,3
1997,3,Rostock,Hamburger SV,2,1
1997,3,Hertha,Gladbach,2,2
1997,4,1860 München,Rostock,0,1
1997,4,Wolfsburg,Hertha,2,1
1997,4,K'lautern,Schalke,3,0
1997,4,Dortmund,Bochum,5,2
1997,4,Duisburg,Stuttgart,0,3
1997,4,Leverkusen,Karlsruhe,6,1
1997,4,Bielefeld,Bremen,3,0
1997,4,Gladbach,Köln,4,1
1997,4,Hamburger SV,Bayern,0,2
1997,5,Bochum,K'lautern,1,3
1997,5,Hertha,Hamburger SV,0,2
1997,5,Stuttgart,Dortmund,0,0
1997,5,Schalke,Gladbach,2,0
1997,5,Köln,Wolfsburg,5,3
1997,5,Bremen,Leverkusen,2,1
1997,5,Rostock,Bayern,1,3
1997,5,Karlsruhe,Duisburg,1,2
1997,5,1860 München,Bielefeld,1,0
1997,6,Bielefeld,Rostock,0,1
1997,6,Hamburger SV,Köln,2,1
1997,6,Wolfsburg,Schalke,0,0
1997,6,Dortmund,Karlsruhe,2,2
1997,6,Duisburg,Bremen,2,1
1997,6,Leverkusen,1860 München,2,2
1997,6,Bayern,Hertha,3,0
1997,6,Gladbach,Bochum,2,1
1997,6,K'lautern,Stuttgart,4,3
1997,7,Karlsruhe,K'lautern,2,4
1997,7,1860 München,Duisburg,0,1
1997,7,Bochum,Wolfsburg,2,1
1997,7,Schalke,Hamburger SV,2,2
1997,7,Köln,Bayern,1,3
1997,7,Bielefeld,Leverkusen,2,1
1997,7,Bremen,Dortmund,2,1
1997,7,Rostock,Hertha,4,0
1997,7,Stuttgart,Gladbach,3,0
1997,8,Duisburg,Bielefeld,2,1
1997,8,Bayern,Schalke,1,1
1997,8,Wolfsburg,Stuttgart,1,0
1997,8,K'lautern,Bremen,1,3
1997,8,Dortmund,1860 München,2,3
1997,8,Leverkusen,Rostock,1,1
1997,8,Hamburger SV,Bochum,2,1
1997,8,Gladbach,Karlsruhe,1,1
1997,8,Hertha,Köln,1,0
1997,9,1860 München,K'lautern,1,3
1997,9,Bremen,Gladbach,1,0
1997,9,Karlsruhe,Wolfsburg,2,1
1997,9,Bochum,Bayern,2,3
1997,9,Schalke,Hertha,1,0
1997,9,Leverkusen,Duisburg,2,1
1997,9,Bielefeld,Dortmund,3,1
1997,9,Rostock,Köln,1,2
1997,9,Stuttgart,Hamburger SV,5,2
1997,10,Wolfsburg,Bremen,1,0
1997,10,Dortmund,Leverkusen,0,1
1997,10,Köln,Schalke,0,2
1997,10,Hertha,Bochum,2,2
1997,10,Hamburger SV,Karlsruhe,3,1
1997,10,Duisburg,Rostock,0,1
1997,10,K'lautern,Bielefeld,3,1
1997,10,Bayern,Stuttgart,3,3
1997,10,Gladbach,1860 München,5,1
1997,11,Bochum,Köln,2,1
1997,11,Bremen,Hamburger SV,0,0
1997,11,Karlsruhe,Bayern,1,1
1997,11,Stuttgart,Hertha,4,1
1997,11,Duisburg,Dortmund,0,0
1997,11,Leverkusen,K'lautern,1,1
1997,11,1860 München,Wolfsburg,2,1
1997,11,Rostock,Schalke,4,1
1997,11,Bielefeld,Gladbach,3,1
1997,12,K'lautern,Duisburg,1,0
1997,12,Schalke,Bochum,2,0
1997,12,Wolfsburg,Bielefeld,2,0
1997,12,Dortmund,Rostock,3,2
1997,12,Hertha,Karlsruhe,3,1
1997,12,Bayern,Bremen,2,0
1997,12,Hamburger SV,1860 München,1,2
1997,12,Gladbach,Leverkusen,2,2
1997,12,Köln,Stuttgart,4,2
1997,13,Duisburg,Gladbach,4,5
1997,13,Dortmund,K'lautern,2,2
1997,13,Leverkusen,Wolfsburg,2,1
1997,13,Karlsruhe,Köln,3,1
1997,13,Stuttgart,Schalke,0,0
1997,13,Bremen,Hertha,0,2
1997,13,Rostock,Bochum,2,2
1997,13,1860 München,Bayern,2,2
1997,13,Bielefeld,Hamburger SV,0,3
1997,14,Wolfsburg,Duisburg,0,2
1997,14,K'lautern,Rostock,4,3
1997,14,Schalke,Karlsruhe,2,0
1997,14,Köln,Bremen,2,0
1997,14,Hertha,1860 München,2,0
1997,14,Bayern,Bielefeld,1,0
1997,14,Hamburger SV,Leverkusen,0,1
1997,14,Gladbach,Dortmund,1,1
1997,14,Bochum,Stuttgart,0,2
1997,15,Karlsruhe,Bochum,1,1
1997,15,Duisburg,Hamburger SV,3,0
1997,15,Dortmund,Wolfsburg,2,1
1997,15,Bremen,Schalke,2,1
1997,15,Stuttgart,Rostock,2,1
1997,15,Bielefeld,Hertha,1,3
1997,15,1860 München,Köln,1,0
1997,15,Gladbach,K'lautern,1,3
1997,15,Leverkusen,Bayern,4,2
1997,16,Bochum,Bremen,0,1
1997,16,Hamburger SV,Dortmund,1,3
1997,16,Wolfsburg,K'lautern,2,1
1997,16,Stuttgart,Karlsruhe,3,0
1997,16,Schalke,1860 München,2,0
1997,16,Köln,Bielefeld,3,5
1997,16,Hertha,Leverkusen,2,2
1997,16,Bayern,Duisburg,3,0
1997,16,Rostock,Gladbach,2,0
1997,17,Leverkusen,Köln,4,0
1997,17,Dortmund,Bayern,0,2
1997,17,Karlsruhe,Rostock,3,0
1997,17,Duisburg,Hertha,0,1
1997,17,K'lautern,Hamburger SV,2,1
1997,17,Bielefeld,Schalke,1,1
1997,17,1860 München,Bochum,0,2
1997,17,Bremen,Stuttgart,2,2
1997,17,Gladbach,Wolfsburg,0,2
1997,18,K'lautern,Bayern,2,0
1997,18,Bremen,Karlsruhe,2,4
1997,18,1860 München,Stuttgart,1,3
1997,18,Bielefeld,Bochum,0,2
1997,18,Leverkusen,Schalke,0,0
1997,18,Duisburg,Köln,2,2
1997,18,Gladbach,Hamburger SV,1,1
1997,18,Wolfsburg,Rostock,1,1
1997,18,Dortmund,Hertha,3,0
1997,19,Rostock,Bremen,1,2
1997,19,Hertha,K'lautern,2,0
1997,19,Hamburger SV,Wolfsburg,1,2
1997,19,Köln,Dortmund,4,2
1997,19,Schalke,Duisburg,1,1
1997,19,Stuttgart,Bielefeld,1,0
1997,19,Karlsruhe,1860 München,0,0
1997,19,Bayern,Gladbach,3,2
1997,19,Bochum,Leverkusen,0,0
1997,20,Dortmund,Schalke,2,2
1997,20,Gladbach,Hertha,4,2
1997,20,Bielefeld,Karlsruhe,2,1
1997,20,Leverkusen,Stuttgart,6,1
1997,20,Duisburg,Bochum,2,0
1997,20,K'lautern,Köln,3,2
1997,20,Wolfsburg,Bayern,2,3
1997,20,1860 München,Bremen,0,1
1997,20,Hamburger SV,Rostock,0,1
1997,21,Stuttgart,Duisburg,1,1
1997,21,Bochum,Dortmund,2,1
1997,21,Hertha,Wolfsburg,1,0
1997,21,Schalke,K'lautern,1,1
1997,21,Bremen,Bielefeld,2,1
1997,21,Rostock,1860 München,3,0
1997,21,Bayern,Hamburger SV,3,0
1997,21,Köln,Gladbach,3,2
1997,21,Karlsruhe,Leverkusen,1,1
1997,22,Duisburg,Karlsruhe,1,0
1997,22,K'lautern,Bochum,3,0
1997,22,Dortmund,Stuttgart,3,1
1997,22,Gladbach,Schalke,0,1
1997,22,Hamburger SV,Hertha,1,1
1997,22,Bielefeld,1860 München,1,1
1997,22,Leverkusen,Bremen,4,1
1997,22,Bayern,Rostock,2,0
1997,22,Wolfsburg,Köln,1,1
1997,23,Karlsruhe,Dortmund,0,1
1997,23,Bremen,Duisburg,2,2
1997,23,Köln,Hamburger SV,1,2
1997,23,Schalke,Wolfsburg,1,1
1997,23,Stuttgart,K'lautern,0,1
1997,23,1860 München,Leverkusen,3,4
1997,23,Rostock,Bielefeld,2,1
1997,23,Hertha,Bayern,2,1
1997,23,Bochum,Gladbach,3,1
1997,24,K'lautern,Karlsruhe,0,0
1997,24,Dortmund,Bremen,2,2
1997,24,Duisburg,1860 München,0,2
1997,24,Gladbach,Stuttgart,0,0
1997,24,Wolfsburg,Bochum,0,2
1997,24,Hamburger SV,Schalke,1,1
1997,24,Bayern,Köln,0,2
1997,24,Leverkusen,Bielefeld,0,0
1997,24,Hertha,Rostock,1,1
1997,25,Bremen,K'lautern,1,1
1997,25,Bochum,Hamburger SV,0,0
1997,25,Rostock,Leverkusen,1,2
1997,25,Köln,Hertha,2,0
1997,25,Karlsruhe,Gladbach,2,5
1997,25,Bielefeld,Duisburg,3,3
1997,25,1860 München,Dortmund,4,2
1997,25,Stuttgart,Wolfsburg,2,1
1997,25,Schalke,Bayern,1,0
1997,26,Duisburg,Leverkusen,1,1
1997,26,Hertha,Schalke,1,4
1997,26,Wolfsburg,Karlsruhe,1,2
1997,26,K'lautern,1860 München,1,0
1997,26,Hamburger SV,Stuttgart,0,0
1997,26,Bayern,Bochum,0,0
1997,26,Dortmund,Bielefeld,3,2
1997,26,Gladbach,Bremen,0,0
1997,26,Köln,Rostock,0,0
1997,27,Bremen,Wolfsburg,3,1
1997,27,Rostock,Duisburg,2,1
1997,27,Karlsruhe,Hamburger SV,0,1
1997,27,1860 München,Gladbach,2,0
1997,27,Stuttgart,Bayern,0,3
1997,27,Bielefeld,K'lautern,2,2
1997,27,Leverkusen,Dortmund,2,2
1997,27,Schalke,Köln,1,0
1997,27,Bochum,Hertha,2,1
1997,28,Wolfsburg,1860 München,1,0
1997,28,Hamburger SV,Bremen,2,1
1997,28,Bayern,Karlsruhe,1,1
1997,28,Hertha,Stuttgart,3,0
1997,28,Dortmund,Duisburg,3,0
1997,28,K'lautern,Leverkusen,0,3
1997,28,Gladbach,Bielefeld,0,0
1997,28,Schalke,Rostock,0,0
1997,28,Köln,Bochum,2,1
1997,29,Karlsruhe,Hertha,0,2
1997,29,Duisburg,K'lautern,1,1
1997,29,Bielefeld,Wolfsburg,0,1
1997,29,Rostock,Dortmund,3,1
1997,29,Bochum,Schalke,3,0
1997,29,Bremen,Bayern,0,3
1997,29,1860 München,Hamburger SV,1,1
1997,29,Leverkusen,Gladbach,1,1
1997,29,Stuttgart,Köln,1,1
1997,30,K'lautern,Dortmund,1,1
1997,30,Bochum,Rostock,1,3
1997,30,Köln,Karlsruhe,0,1
1997,30,Schalke,Stuttgart,3,4
1997,30,Wolfsburg,Leverkusen,1,0
1997,30,Hamburger SV,Bielefeld,2,0
1997,30,Bayern,1860 München,3,1
1997,30,Hertha,Bremen,0,2
1997,30,Gladbach,Duisburg,0,3
1997,31,Duisburg,Wolfsburg,2,2
1997,31,Bremen,Köln,3,0
1997,31,Rostock,K'lautern,2,2
1997,31,Karlsruhe,Schalke,0,0
1997,31,1860 München,Hertha,3,1
1997,31,Bielefeld,Bayern,4,4
1997,31,Leverkusen,Hamburger SV,5,0
1997,31,Dortmund,Gladbach,1,2
1997,31,Stuttgart,Bochum,2,0
1997,32,Hertha,Bielefeld,1,1
1997,32,K'lautern,Gladbach,3,2
1997,32,Bochum,Karlsruhe,3,3
1997,32,Rostock,Stuttgart,1,1
1997,32,Wolfsburg,Dortmund,1,4
1997,32,Hamburger SV,Duisburg,1,0
1997,32,Köln,1860 München,2,3
1997,32,Schalke,Bremen,0,1
1997,32,Bayern,Leverkusen,2,1
1997,33,K'lautern,Wolfsburg,4,0
1997,33,Karlsruhe,Stuttgart,4,2
1997,33,Bremen,Bochum,1,0
1997,33,1860 München,Schalke,1,0
1997,33,Bielefeld,Köln,2,1
1997,33,Leverkusen,Hertha,0,1
1997,33,Duisburg,Bayern,0,0
1997,33,Dortmund,Hamburger SV,0,1
1997,33,Gladbach,Rostock,5,2
1997,34,Rostock,Karlsruhe,4,2
1997,34,Hamburger SV,K'lautern,1,1
1997,34,Bayern,Dortmund,4,0
1997,34,Hertha,Duisburg,1,3
1997,34,Köln,Leverkusen,2,2
1997,34,Schalke,Bielefeld,2,1
1997,34,Bochum,1860 München,1,0
1997,34,Stuttgart,Bremen,1,0
1997,34,Wolfsburg,Gladbach,0,2
1998,1,Duisburg,Frankfurt,2,1
1998,1,Stuttgart,Dortmund,2,1
1998,1,Wolfsburg,Bayern,0,1
1998,1,Leverkusen,Rostock,3,1
1998,1,Bochum,Freiburg,1,2
1998,1,Nürnberg,Hamburger SV,1,1
1998,1,Gladbach,Schalke,3,0
1998,1,1860 München,K'lautern,1,2
1998,1,Hertha,Bremen,1,0
1998,2,Rostock,Wolfsburg,3,3
1998,2,Bremen,Nürnberg,2,3
1998,2,Frankfurt,1860 München,2,3
1998,2,Schalke,Stuttgart,1,0
1998,2,Dortmund,Hertha,3,0
1998,2,Freiburg,Leverkusen,1,1
1998,2,Bayern,Duisburg,3,1
1998,2,K'lautern,Gladbach,2,1
1998,2,Hamburger SV,Bochum,1,0
1998,3,Duisburg,1860 München,1,1
1998,3,Wolfsburg,Freiburg,1,1
1998,3,Bochum,Bremen,2,0
1998,3,Stuttgart,K'lautern,4,0
1998,3,Gladbach,Frankfurt,1,1
1998,3,Nürnberg,Dortmund,0,0
1998,3,Leverkusen,Hamburger SV,1,2
1998,3,Hertha,Schalke,2,0
1998,3,Bayern,Rostock,6,1
1998,4,Frankfurt,Stuttgart,1,1
1998,4,1860 München,Gladbach,3,1
1998,4,Schalke,Nürnberg,2,2
1998,4,Bremen,Leverkusen,2,2
1998,4,Hamburger SV,Wolfsburg,1,1
1998,4,Freiburg,Bayern,0,2
1998,4,Rostock,Duisburg,3,0
1998,4,K'lautern,Hertha,4,3
1998,4,Dortmund,Bochum,0,1
1998,5,Hertha,Frankfurt,3,1
1998,5,Rostock,Freiburg,0,2
1998,5,Wolfsburg,Bremen,2,4
1998,5,Leverkusen,Dortmund,3,1
1998,5,Bochum,Schalke,1,2
1998,5,Nürnberg,K'lautern,1,1
1998,5,Stuttgart,1860 München,0,1
1998,5,Duisburg,Gladbach,2,2
1998,5,Bayern,Hamburger SV,5,3
1998,6,Hamburger SV,Rostock,1,0
1998,6,1860 München,Hertha,2,0
1998,6,Schalke,Leverkusen,0,1
1998,6,Dortmund,Wolfsburg,2,1
1998,6,Bremen,Bayern,0,1
1998,6,Freiburg,Duisburg,2,2
1998,6,Gladbach,Stuttgart,2,3
1998,6,K'lautern,Bochum,2,3
1998,6,Frankfurt,Nürnberg,3,2
1998,7,Wolfsburg,Schalke,0,0
1998,7,Hertha,Gladbach,4,1
1998,7,Leverkusen,K'lautern,2,2
1998,7,Bochum,Frankfurt,0,0
1998,7,Nürnberg,1860 München,1,5
1998,7,Freiburg,Hamburger SV,0,0
1998,7,Rostock,Bremen,2,1
1998,7,Duisburg,Stuttgart,2,0
1998,7,Bayern,Dortmund,2,2
1998,8,1860 München,Bochum,2,1
1998,8,K'lautern,Wolfsburg,1,1
1998,8,Frankfurt,Leverkusen,2,3
1998,8,Schalke,Bayern,1,3
1998,8,Bremen,Freiburg,2,3
1998,8,Hamburger SV,Duisburg,4,1
1998,8,Stuttgart,Hertha,0,0
1998,8,Gladbach,Nürnberg,0,2
1998,8,Dortmund,Rostock,2,0
1998,9,Hamburger SV,Bremen,1,1
1998,9,Freiburg,Dortmund,2,2
1998,9,Wolfsburg,Frankfurt,2,0
1998,9,Bochum,Gladbach,2,1
1998,9,Nürnberg,Stuttgart,2,2
1998,9,Rostock,Schalke,2,2
1998,9,Bayern,K'lautern,4,0
1998,9,Leverkusen,1860 München,1,1
1998,9,Duisburg,Hertha,0,0
1998,10,K'lautern,Rostock,3,2
1998,10,Gladbach,Leverkusen,2,8
1998,10,Bremen,Duisburg,1,1
1998,10,Frankfurt,Bayern,1,0
1998,10,Stuttgart,Bochum,4,2
1998,10,1860 München,Wolfsburg,2,3
1998,10,Hertha,Nürnberg,3,0
1998,10,Schalke,Freiburg,1,1
1998,10,Dortmund,Hamburger SV,2,1
1998,11,Duisburg,Nürnberg,1,1
1998,11,Bremen,Dortmund,1,1
1998,11,Wolfsburg,Gladbach,7,1
1998,11,Bochum,Hertha,2,0
1998,11,Hamburger SV,Schalke,2,2
1998,11,Freiburg,K'lautern,0,1
1998,11,Rostock,Frankfurt,2,2
1998,11,Bayern,1860 München,3,1
1998,11,Leverkusen,Stuttgart,0,0
1998,12,1860 München,Rostock,2,1
1998,12,K'lautern,Hamburger SV,1,0
1998,12,Nürnberg,Bochum,2,2
1998,12,Frankfurt,Freiburg,3,1
1998,12,Dortmund,Duisburg,2,0
1998,12,Hertha,Leverkusen,0,1
1998,12,Stuttgart,Wolfsburg,1,2
1998,12,Schalke,Bremen,1,2
1998,12,Gladbach,Bayern,0,2
1998,13,Bremen,K'lautern,0,1
1998,13,Rostock,Gladbach,1,1
1998,13,Wolfsburg,Hertha,2,1
1998,13,Leverkusen,Nürnberg,3,0
1998,13,Dortmund,Schalke,3,0
1998,13,Hamburger SV,Frankfurt,0,1
1998,13,Bayern,Stuttgart,2,0
1998,13,Duisburg,Bochum,2,0
1998,13,Freiburg,1860 München,1,2
1998,14,Frankfurt,Bremen,0,2
1998,14,Schalke,Duisburg,2,0
1998,14,Bochum,Leverkusen,1,5
1998,14,Nürnberg,Wolfsburg,1,1
1998,14,Hertha,Bayern,1,0
1998,14,Stuttgart,Rostock,1,1
1998,14,1860 München,Hamburger SV,0,0
1998,14,K'lautern,Dortmund,1,0
1998,14,Gladbach,Freiburg,3,1
1998,15,Dortmund,Frankfurt,3,1
1998,15,Rostock,Hertha,1,2
1998,15,Wolfsburg,Bochum,4,1
1998,15,Leverkusen,Duisburg,2,0
1998,15,Bremen,1860 München,4,1
1998,15,Hamburger SV,Gladbach,3,0
1998,15,Freiburg,Stuttgart,2,0
1998,15,Bayern,Nürnberg,2,0
1998,15,K'lautern,Schalke,4,1
1998,16,Nürnberg,Rostock,2,2
1998,16,Bochum,Bayern,2,2
1998,16,Frankfurt,Schalke,1,2
1998,16,Leverkusen,Wolfsburg,3,0
1998,16,Stuttgart,Hamburger SV,3,1
1998,16,1860 München,Dortmund,2,0
1998,16,Gladbach,Bremen,0,1
1998,16,Hertha,Freiburg,1,0
1998,16,Duisburg,K'lautern,3,1
1998,17,Dortmund,Gladbach,1,1
1998,17,Hamburger SV,Hertha,0,4
1998,17,Wolfsburg,Duisburg,4,2
1998,17,Schalke,1860 München,2,2
1998,17,Bremen,Stuttgart,2,2
1998,17,Freiburg,Nürnberg,1,0
1998,17,K'lautern,Frankfurt,2,1
1998,17,Rostock,Bochum,3,0
1998,17,Bayern,Leverkusen,2,0
1998,18,Dortmund,Stuttgart,3,0
1998,18,Freiburg,Bochum,1,1
1998,18,Frankfurt,Duisburg,0,0
1998,18,Bayern,Wolfsburg,3,0
1998,18,Rostock,Leverkusen,1,1
1998,18,Hamburger SV,Nürnberg,2,0
1998,18,Schalke,Gladbach,1,0
1998,18,K'lautern,1860 München,1,1
1998,18,Bremen,Hertha,2,1
1998,19,Wolfsburg,Rostock,1,1
1998,19,1860 München,Frankfurt,4,1
1998,19,Stuttgart,Schalke,2,1
1998,19,Hertha,Dortmund,3,0
1998,19,Nürnberg,Bremen,1,1
1998,19,Leverkusen,Freiburg,1,1
1998,19,Duisburg,Bayern,0,3
1998,19,Gladbach,K'lautern,0,2
1998,19,Bochum,Hamburger SV,2,0
1998,20,Bremen,Bochum,1,1
1998,20,K'lautern,Stuttgart,1,1
1998,20,Freiburg,Wolfsburg,0,0
1998,20,Frankfurt,Gladbach,0,0
1998,20,1860 München,Duisburg,0,0
1998,20,Hamburger SV,Leverkusen,0,0
1998,20,Dortmund,Nürnberg,3,0
1998,20,Rostock,Bayern,0,4
1998,20,Schalke,Hertha,0,0
1998,21,Duisburg,Rostock,4,1
1998,21,Nürnberg,Schalke,3,0
1998,21,Stuttgart,Frankfurt,2,0
1998,21,Gladbach,1860 München,2,0
1998,21,Wolfsburg,Hamburger SV,4,1
1998,21,Bayern,Freiburg,2,0
